id,communique,libelle_poste,libelle_emploi_rome,code_emploi_rome,numero,date_mis_en_ligne,libelle_collectivite,libelle_corps_grade,libelle_corps_grade_2,libelle_domaine,libelle_domaine_2,duree_residence_exigee,date_a_pourvoir,date_a_pourvoir_libelle,direction_libelle,direction_acronyme,service_libelle,lieu_travail,date_creation,date_cloture,presentation,emploi_resp,mission,activites_principales,activites_secondaires,conditions_particulieres,savoir,savoir_faire,comportements,commentaire_republication,contact,contact_telephone,contact_email,contact_secondaire,contact_secondaire_telephone,contact_secondaire_email,collectivite_nom_rh,collectivite_adresse_depot,collectivite_adresse_postale,collectivite_email,collectivitefax,statut,nb_postes_a_pourvoir,a_pourvoir_autre,url_pdf
66000,0,01 INFIRMIER (ERE),,,26-1376,2026-09-18,Centre hospitalier du Nord,infirmier en soins généraux,,Infirmiers,,.,2027-01-04 11:00:00+11:00,date,Centre hospitalier du Nord,CHN,,,2026-09-16 21:13:13+11:00,2026-10-09,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,4,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/cd9e2fe743fd773f05b553e051a45696/download/
66040,0,3 Aides-soignant(e)s en pneumologie,,,26-1417,2026-09-18,"Centre hospitalier territorial ""Gaston Bourret""",aide-soignant,,Aide-soignant,,,,immédiatement,"Centre hospitalier territorial ""Gaston Bourret""",CHT,,,2026-09-16 23:48:08+11:00,2026-10-09,,Inspecteur,,,,,,,,,,,,,,,Direction des Ressources Humaines / Cellule recrutement,Direction des Ressources Humaines - Cellule recrutement - Médipôle Koutio,BP J5-98849 - Nouméa cedex,kelly.miloud@cht.nc,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/4f84a07cbe3a6b0616175dfb883dce94/download/
66044,0,Gestionnaire des ressources humaines - section développement des carrières,,,26-1416,2026-09-18,"Centre hospitalier territorial ""Gaston Bourret""",rédacteur,,,,,2026-11-01 11:00:00+11:00,date,"Centre hospitalier territorial ""Gaston Bourret""",CHT,,,2026-09-16 23:52:47+11:00,2026-10-09,,Inspecteur,,,,,,,,,,,,,,,Direction des Ressources Humaines / Cellule recrutement,Direction des Ressources Humaines - Cellule recrutement - Médipôle Koutio,BP J5-98849 - Nouméa cedex,kelly.miloud@cht.nc,,PUBLIE,4,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/11358783ee8b558af9fddb8aaa9c2940/download/
66051,0,2 Infirmier(e)s en gériatrie,,,26-1407,2026-09-18,"Centre hospitalier territorial ""Gaston Bourret""",infirmier en soins généraux,,Infirmiers,,.,2026-11-01 11:00:00+11:00,date,"Centre hospitalier territorial ""Gaston Bourret""",CHT,,,2026-09-17 00:02:18+11:00,2026-10-09,,Inspecteur,,,,,,,,,,,,,,,Direction des Ressources Humaines / Cellule recrutement,Direction des Ressources Humaines - Cellule recrutement - Médipôle Koutio,BP J5-98849 - Nouméa cedex,kelly.miloud@cht.nc,,PUBLIE,4,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/f443df0a67516a184ede287a8163f3e6/download/
66055,0,2 Aide-soignant(e)s en médecine polyvalente,,,26-1410,2026-09-18,"Centre hospitalier territorial ""Gaston Bourret""",aide-soignant,,Aide-soignant,,.,,immédiatement,"Centre hospitalier territorial ""Gaston Bourret""",CHT,,,2026-09-17 00:09:33+11:00,2026-10-09,,Inspecteur,,,,,,,,,,,,,,,Direction des Ressources Humaines / Cellule recrutement,Direction des Ressources Humaines - Cellule recrutement - Médipôle Koutio,BP J5-98849 - Nouméa cedex,kelly.miloud@cht.nc,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/2e96d838a18a7a75623b3e0241d77437/download/
66032,0,Educateur spécialisé à Hienghène,,,26-1420,2026-09-18,Province Nord,assistant socio-éducatif,,,,,,immédiatement,Province Nord,PVN,,,2026-09-16 22:28:27+11:00,2026-10-09,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/19483684dc617867a0642d60c2adc604/download/
65996,0,Educateur spécialisé au dispositif C.L.A.S.S.E,,,26-1371,2026-09-18,Province Sud,assistant socio-éducatif,,,,.,2026-12-20 11:00:00+11:00,date,Province Sud,PVS,,,2026-09-16 21:05:51+11:00,2026-10-09,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,4,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/6c2c13d858fbc904ba9272e26a81af6c/download/
65995,0,Gestionnaire en ressources humaines,,,26-1370,2026-09-18,Province Sud,rédacteur,,,,,,immédiatement,Province Sud,PVS,,,2026-09-16 21:03:11+11:00,2026-10-09,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/0e85a5ad8446b4b7f0d40ef23993779d/download/
66045,0,Gestionnaire en ressources humaines,,,26-1403,2026-09-18,Province Sud,rédacteur,,,,,,immédiatement,Province Sud,PVS,,,2026-09-16 23:54:19+11:00,2026-10-09,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/339e4c6a83086c07a022403daa09d5ce/download/
66037,0,Adjoint au chef du service des affaires budgétaires et responsable du bureau de la préparation budgétaire et du patrimoine,,,26-1398,2026-09-18,Province Sud,attaché,,,,,,immédiatement,Province Sud,PVS,,,2026-09-16 23:44:12+11:00,2026-10-09,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/64dc1a2ce8875409c680d199d3da14e4/download/
66018,0,DPS - Chef de cellule distribution du courrier - CDC GN,,,26-1389,2026-09-18,Office des postes et télécommunications,contrôleur,,,,,2026-11-16 11:00:00+11:00,susceptible d'être vacant le,Office des postes et télécommunications,OPT,,,2026-09-16 21:55:54+11:00,2026-10-09,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,2,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/f1dc05de46b5f70db44b68b14a43cb20/download/
66009,0,DPS - Administrateur des pratiques métiers -Section applications et pratiques métiers,,,26-1382,2026-09-18,Office des postes et télécommunications,cadre spécialiste d'exploitation,,,,,,autre,Office des postes et télécommunications,OPT,,,2026-09-16 21:43:36+11:00,2026-10-09,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,5,dès que possible,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/b953f3da99382fe3f13c78469bcd0b4b/download/
66010,0,DPS - Chef d'agence - Agence de Lifou et ses annexes,,,26-1383,2026-09-18,Office des postes et télécommunications,contrôleur,,,,,,susceptible d'être vacant,Office des postes et télécommunications,OPT,,,2026-09-16 21:45:23+11:00,2026-10-09,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,1,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/34f72403af1ee58d145224a506ffbba5/download/
66011,0,DPS - Chargé de contact clientèle - Agence Principale,,,26-1384,2026-09-18,Office des postes et télécommunications,agent d'exploitation,,,,,2026-11-02 11:00:00+11:00,susceptible d'être vacant le,Office des postes et télécommunications,OPT,,,2026-09-16 21:46:37+11:00,2026-10-09,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,2,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/03a9bfdfe96230149c49060d0da44da7/download/
66033,0,DT - Assistant Commercial Entreprises - AE,,,26-1395,2026-09-18,Office des postes et télécommunications,contrôleur,,,,,,susceptible d'être vacant,Office des postes et télécommunications,OPT,,,2026-09-16 23:38:02+11:00,2026-10-09,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,1,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/5ea1b73cfba8db2b2f9f832d7e349f75/download/
66001,0,DSB - Cadre comptabilité - Centre de production bancaire,,,26-1377,2026-09-18,Office des postes et télécommunications,cadre d'exploitation,,,,,,susceptible d'être vacant,Office des postes et télécommunications,OPT,,,2026-09-16 21:21:35+11:00,2026-10-09,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,1,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/9d60521b00815cca93f56f7eca3cca3c/download/
66012,0,DSB - Contrôleur Client - Centre de Production Bancaire,,,26-1385,2026-09-18,Office des postes et télécommunications,contrôleur,,,,,,susceptible d'être vacant,Office des postes et télécommunications,OPT,,,2026-09-16 21:48:35+11:00,2026-10-09,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,1,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/3609801e33e72f4a67ff386b72f5d330/download/
66021,0,DPS - AGENT POLYVALENT D'EXPLOITATION CELLULE INTERNATIONAL - CTP,,,26-1392,2026-09-18,Office des postes et télécommunications,agent d'exploitation,,,,,,immédiatement,Office des postes et télécommunications,OPT,,,2026-09-16 22:04:24+11:00,2026-10-09,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/911b8c9a012931f85ac29be986df46f0/download/
66035,0,DT - Chargés d'affaires Télécom Grands Comptes - AE,,,26-1396,2026-09-18,Office des postes et télécommunications,cadre d'exploitation,,,,,,susceptible d'être vacant,Office des postes et télécommunications,OPT,,,2026-09-16 23:40:39+11:00,2026-10-09,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,1,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/179dac5ea181b8c97cd78b4cc3ac6b59/download/
65997,0,Secrétaire Général Adjoint,,,26-1372,2026-09-18,,emploi fonctionnel,,,,,2026-10-01 11:00:00+11:00,date,,,,,2026-09-16 21:07:41+11:00,2026-10-09,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,4,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/fb8d7d0edfd95a57b7ea73b3a5333fca/download/
65994,0,Diététicien(ne),,,26-1369,2026-09-18,Agence sanitaire et sociale,diététicien,,Rééducation,,.,,autre,Agence sanitaire et sociale,ASS-NC,,,2026-09-16 21:00:52+11:00,2026-10-09,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,5,Janvier 2027,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/23d6e8b291a2f1fa61efcdb6c90c0a3a/download/
66030,0,2 Cuisiniers à Koné,,,26-1422,2026-09-18,Province Nord,ACDP-Grille rémunération 2-Diplôme niveau V,,,,,,immédiatement,Province Nord,PVN,,,2026-09-16 22:23:34+11:00,2026-10-09,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/9fcb234887fd1014770c3c9040366fb7/download/
65999,0,1 infirmier à l'unité de soins médicaux rapprochés,,,26-1374,2026-09-18,"Centre hospitalier spécialisé ""Albert Bousquet""",infirmier en soins généraux,,Infirmiers,,.,,immédiatement,"Centre hospitalier spécialisé ""Albert Bousquet""",CHS,,,2026-09-16 21:10:45+11:00,2026-10-09,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/c93393c8685b82b94f164e386bc60b84/download/
66053,0,2 Infirmier(e) en oncologie soins palliatifs,,,26-1408,2026-09-18,"Centre hospitalier territorial ""Gaston Bourret""",infirmier en soins généraux,,Infirmiers,,.,,autre,"Centre hospitalier territorial ""Gaston Bourret""",CHT,,,2026-09-17 00:05:12+11:00,2026-10-09,,Inspecteur,,,,,,,,,,,,,,,Direction des Ressources Humaines / Cellule recrutement,Direction des Ressources Humaines - Cellule recrutement - Médipôle Koutio,BP J5-98849 - Nouméa cedex,kelly.miloud@cht.nc,,PUBLIE,5,decembre 2026,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/26659cec78c88b752eb8411ae74e2b49/download/
66057,0,Aide-soignant(e) en médecine interne et maladies infectieuses,,,26-1411,2026-09-18,"Centre hospitalier territorial ""Gaston Bourret""",aide-soignant,,Aide-soignant,,,,immédiatement,"Centre hospitalier territorial ""Gaston Bourret""",CHT,,,2026-09-17 00:33:48+11:00,2026-10-09,,Inspecteur,,,,,,,,,,,,,,,Direction des Ressources Humaines / Cellule recrutement,Direction des Ressources Humaines - Cellule recrutement - Médipôle Koutio,BP J5-98849 - Nouméa cedex,kelly.miloud@cht.nc,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/15b745e5a3cc797792ec24246971daa2/download/
66080,0,Directeur général (H/F),,,26-1375,2026-09-18,Chambre d'agriculture et de la pêche,attaché,,,,,,immédiatement,Chambre d'agriculture et de la pêche,Chambre d'agriculture et de la pêche,,,2026-09-18 01:10:15+11:00,2026-10-09,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,0,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/882850e6217fef7be3b327bf1752f069/download/
66046,0,Chargé de mission RH,,,26-1404,2026-09-18,Congrès de la Nouvelle-Calédonie,attaché,,,,,,susceptible d'être vacant,Congrès de la Nouvelle-Calédonie,CNC,,,2026-09-16 23:56:18+11:00,2026-10-09,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,1,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/0bb7ac8414e3e80cfb5d9299cdfc6680/download/
66052,0,Chef(fe) du service des finances,,,26-1413,2026-09-18,Ville du Mont-Dore,attaché,rédacteur,,,,,susceptible d'être vacant,Ville du Mont-Dore,,,,2026-09-17 00:03:58+11:00,2026-10-09,,Inspecteur,,,,,,,,,,,,,,,,,,,,PUBLIE,1,,https://data.gouv.nc/explore/dataset/avis-de-vacances-de-poste-avp-drhfpnc/files/92d0d5059247d46cea8bb4cc1ee0829a/download/
